first_column,path_no,o_zone_id,d_zone_id,within_OD_path_no,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,OD_impact_flag,path_network_design_flag,toll,#_of_nodes,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,node_sequence,link_sequence,geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence
,762,16,633,0,1,0,sov,PM,0.56,0,1,2,2,0,13,22.6,22.6216,22.6216,8.9231,202894;202824;202825;202924;202925;202796;202734;202735;202733;202732;202619;202730;633;,200998BA;201000BA;201001BA;200820BA;201595AB;detour-linka;201102BA;201532AB;201103AB;201270AB;201334BA;201291BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.404481 33.654611, -112.406936 33.645969, -112.404621 33.638801, -112.400922 33.631194)",,,,
,763,16,633,1,2,0,sov,PM,1.45,0,1,2,1,0,17,16.6,16.6198,16.6198,9.738,202894;202824;202825;202924;202925;202796;202809;202790;202608;202607;202586;202585;202588;202602;202604;202730;633;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201347AB;201277AB;201319AB;201322AB;201321AB;201317BA;201294BA;201335AB;201291BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.400922 33.631194)",,,,
,764,16,633,2,3,0,sov,PM,1.1,0,1,2,1,0,19,16.7,16.6532,16.6532,9.3652,202894;202824;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202733;202732;202619;202730;633;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201532AB;201103AB;201270AB;201334BA;201291BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.404481 33.654611, -112.406936 33.645969, -112.404621 33.638801, -112.400922 33.631194)",,,,
,765,16,637,0,1,0,sov,PM,0.7,0,1,2,2,0,15,24.6,24.6285,24.6285,9.9729,202894;202824;202825;202924;202925;202796;202734;202735;202733;202732;202619;202730;202729;202744;637;,200998BA;201000BA;201001BA;200820BA;201595AB;detour-linka;201102BA;201532AB;201103AB;201270AB;201334BA;201105AB;201508AB;201512BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.404481 33.654611, -112.406936 33.645969, -112.404621 33.638801, -112.394087 33.638726, -112.393981 33.631331, -112.385328 33.631276)",,,,
,766,16,637,3,4,0,sov,PM,1.1,0,1,2,1,0,19,18.6,18.6267,18.6267,10.7879,202894;202824;202825;202924;202925;202796;202809;202790;202608;202607;202586;202585;202588;202602;202604;202730;202729;202744;637;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201347AB;201277AB;201319AB;201322AB;201321AB;201317BA;201294BA;201335AB;201105AB;201508AB;201512BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.393981 33.631331, -112.385328 33.631276)",,,,
,767,16,637,1,2,0,sov,PM,1.51,0,1,2,1,0,19,18.6,18.5687,18.5687,10.7965,202894;202824;202825;202924;202925;202796;202809;202790;202608;202607;202586;202585;202588;202602;202604;202730;202729;202511;637;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201347AB;201277AB;201319AB;201322AB;201321AB;201317BA;201294BA;201335AB;201105AB;201517AB;201505BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.385328 33.631276)",,,,
,768,16,637,2,3,0,sov,PM,1.1,0,1,2,1,0,21,18.7,18.6601,18.6601,10.415,202894;202824;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202733;202732;202619;202730;202729;202744;637;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201532AB;201103AB;201270AB;201334BA;201105AB;201508AB;201512BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.404481 33.654611, -112.406936 33.645969, -112.404621 33.638801, -112.394087 33.638726, -112.393981 33.631331, -112.385328 33.631276)",,,,
,769,16,637,4,5,0,sov,PM,1.1,0,1,2,1,0,21,18.6,18.6021,18.6021,10.4236,202894;202824;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202733;202732;202619;202730;202729;202511;637;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201532AB;201103AB;201270AB;201334BA;201105AB;201517AB;201505BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.404481 33.654611, -112.406936 33.645969, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.385328 33.631276)",,,,
,770,16,640,0,1,0,sov,PM,0.61,0,1,2,2,0,14,24.9,24.9331,24.9331,9.9222,202894;202824;202825;202924;202925;202796;202734;202735;202504;202516;202525;202499;202502;640;,200998BA;201000BA;201001BA;200820BA;201595AB;detour-linka;201102BA;201533AB;201541BA;201500AB;201558AB;201559AB;201544BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.355060 33.638642, -112.350044 33.631097)",,,,
,771,16,640,1,2,0,sov,PM,1.49,0,1,2,1,0,20,19,18.9647,18.9647,10.3643,202894;202824;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202502;640;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201559AB;201544BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.355060 33.638642, -112.350044 33.631097)",,,,
,772,16,645,0,1,0,sov,PM,0.73,0,1,2,2,0,15,26,26.0257,26.0257,10.4656,202894;202824;202825;202924;202925;202796;202734;202735;202504;202516;202525;202499;202500;202782;645;,200998BA;201000BA;201001BA;200820BA;201595AB;detour-linka;201102BA;201533AB;201541BA;201500AB;201558AB;201549BA;201574BA;201546BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342096 33.638688, -112.334501 33.638522, -112.333253 33.631209)",,,,
,773,16,645,2,3,0,sov,PM,1.49,0,1,2,1,0,21,20.1,20.0573,20.0573,10.9077,202894;202824;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202500;202782;645;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201549BA;201574BA;201546BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342096 33.638688, -112.334501 33.638522, -112.333253 33.631209)",,,,
,774,16,645,1,2,0,sov,PM,1.08,0,1,2,1,0,23,20.5,20.5457,20.5457,11.3118,202894;202824;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;202519;202518;202517;202523;202522;202782;645;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201531BA;201530AB;201497AB;201581AB;201494AB;201573AB;201546BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.364881 33.665829, -112.358748 33.661900, -112.348458 33.654638, -112.337504 33.649679, -112.334501 33.638522, -112.333253 33.631209)",,,,
,777,16,649,0,1,0,sov,PM,0.44,0,1,2,2,0,11,19.1,19.1446,19.1446,7.0107,202894;202824;202825;202924;202925;202796;202734;202735;202506;202505;649;,200998BA;201000BA;201001BA;200820BA;201595AB;detour-linka;201102BA;201537AB;201536BA;201534BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.379392 33.678514)",,,,
,778,16,649,1,2,0,sov,PM,1.66,0,1,2,1,0,17,13.2,13.1762,13.1762,7.4528,202894;202824;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;649;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201534BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.379392 33.678514)",,,,
,779,16,650,0,1,0,sov,PM,0.47,0,1,2,2,0,10,19.8,19.839,19.839,7.0578,202894;202824;202825;202924;202925;202796;202734;202735;202506;650;,200998BA;201000BA;201001BA;200820BA;201595AB;detour-linka;201102BA;201537AB;201528BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.373945 33.664667)",,,,
,780,16,650,1,2,0,sov,PM,1.98,0,1,2,1,0,16,13.9,13.8706,13.8706,7.4999,202894;202824;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202506;650;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201528BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.373945 33.664667)",,,,
,781,16,651,0,1,0,sov,PM,0.56,0,1,2,2,0,12,22.7,22.7125,22.7125,8.6495,202894;202824;202825;202924;202925;202796;202734;202735;202504;202503;202524;651;,200998BA;201000BA;201001BA;200820BA;201595AB;detour-linka;201102BA;201533AB;201543AB;201540BA;201492BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370448 33.658836, -112.365527 33.658733, -112.353206 33.650097)",,,,
,782,16,651,2,3,0,sov,PM,2.04,0,1,2,1,0,18,16.7,16.7441,16.7441,9.0916,202894;202824;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202503;202524;651;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201543AB;201540BA;201492BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370448 33.658836, -112.365527 33.658733, -112.353206 33.650097)",,,,
,783,16,651,1,2,0,sov,PM,1.09,0,1,2,1,0,21,16.9,16.8761,16.8761,9.679,202894;202824;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;202519;202518;202517;202523;651;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201531BA;201530AB;201497AB;201581AB;201493BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.364881 33.665829, -112.358748 33.661900, -112.348458 33.654638, -112.353206 33.650097)",,,,
,784,16,652,0,1,0,sov,PM,0.69,0,1,2,2,0,13,23.9,23.856,23.856,9.2887,202894;202824;202825;202924;202925;202796;202734;202735;202506;202505;202519;202520;652;,200998BA;201000BA;201001BA;200820BA;201595AB;detour-linka;201102BA;201537AB;201536BA;201531BA;201496BA;201575BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.354606 33.678725, -112.350722 33.664185)",,,,
,785,16,652,1,2,0,sov,PM,1.94,0,1,2,1,0,19,17.9,17.8876,17.8876,9.7308,202894;202824;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;202519;202520;652;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201531BA;201496BA;201575BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.354606 33.678725, -112.350722 33.664185)",,,,
,786,16,653,0,1,0,sov,PM,0.76,0,1,2,2,0,14,23.4,23.3718,23.3718,9.6829,202894;202824;202825;202924;202925;202796;202734;202735;202506;202505;202519;202520;202493;653;,200998BA;201000BA;201001BA;200820BA;201595AB;detour-linka;201102BA;201537AB;201536BA;201531BA;201496BA;201578AB;201583BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.354606 33.678725, -112.336609 33.674255, -112.331604 33.675656)",,,,
,787,16,653,1,2,0,sov,PM,1.44,0,1,2,1,0,21,18.5,18.5364,18.5364,12.1589,202894;202824;202825;202924;202925;202796;202809;202790;202577;202575;202576;202579;202753;202752;202487;202467;202748;202788;202789;202804;653;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201350AB;201349AB;201086AB;201590AB;201634AB;201642AB;201645BA;201090AB;201849AB;201051BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.405285 33.678920, -112.403023 33.681234, -112.396280 33.687252, -112.389369 33.692288, -112.359900 33.696558, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.331604 33.675656)",,,,
,788,16,654,0,1,0,sov,PM,0.7,0,1,2,2,0,16,24.5,24.4678,24.4678,10.0136,202894;202824;202825;202924;202925;202796;202734;202735;202506;202505;202519;202518;202517;202523;202522;654;,200998BA;201000BA;201001BA;200820BA;201595AB;detour-linka;201102BA;201537AB;201536BA;201531BA;201530AB;201497AB;201581AB;201494AB;201572BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.364881 33.665829, -112.358748 33.661900, -112.348458 33.654638, -112.337504 33.649679, -112.329712 33.647780)",,,,
,789,16,654,2,3,0,sov,PM,1.08,0,1,2,1,0,21,18.9,18.8911,18.8911,10.6181,202894;202824;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202503;202524;202517;202523;202522;654;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201543AB;201540BA;201499AB;201581AB;201494AB;201572BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370448 33.658836, -112.365527 33.658733, -112.358748 33.661900, -112.348458 33.654638, -112.337504 33.649679, -112.329712 33.647780)",,,,
,790,16,654,1,2,0,sov,PM,1.52,0,1,2,1,0,22,18.5,18.4994,18.4994,10.4557,202894;202824;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;202519;202518;202517;202523;202522;654;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201531BA;201530AB;201497AB;201581AB;201494AB;201572BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.364881 33.665829, -112.358748 33.661900, -112.348458 33.654638, -112.337504 33.649679, -112.329712 33.647780)",,,,
,791,16,2061,0,1,0,sov,PM,0.52,0,1,2,2,0,11,21.4,21.3504,21.3504,8.1313,202894;202824;202825;202924;202925;202796;202734;202735;202504;202515;2061;,200998BA;201000BA;201001BA;200820BA;201595AB;detour-linka;201102BA;201533AB;201542BA;201529BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.376931 33.653079, -112.384710 33.658775)",,,,
,792,16,2061,1,2,0,sov,PM,1.58,0,1,2,1,0,17,15.4,15.382,15.382,8.5734,202894;202824;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202515;2061;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201542BA;201529BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.376931 33.653079, -112.384710 33.658775)",,,,
,799,16,2197,0,1,0,sov,PM,0.73,0,1,2,2,0,16,26.1,26.1348,26.1348,10.5929,202894;202824;202825;202924;202925;202796;202734;202735;202504;202516;202525;202499;202502;202512;202521;2197;,200998BA;201000BA;201001BA;200820BA;201595AB;detour-linka;201102BA;201533AB;201541BA;201500AB;201558AB;201559AB;201560BA;201548AB;201495BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.355060 33.638642, -112.359398 33.638646, -112.359366 33.631134, -112.368001 33.631027)",,,,
,800,16,2197,1,2,0,sov,PM,1.09,0,1,2,1,0,22,20.5,20.4591,20.4591,11.8028,202894;202824;202825;202924;202925;202796;202809;202790;202608;202607;202586;202585;202588;202602;202604;202730;202729;202511;202509;202508;202513;2197;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201347AB;201277AB;201319AB;201322AB;201321AB;201317BA;201294BA;201335AB;201105AB;201517AB;201520AB;201509AB;201526AB;201507BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.368001 33.631027)",,,,
,801,16,2197,2,3,0,sov,PM,1.08,0,1,2,1,0,24,20.5,20.4925,20.4925,11.43,202894;202824;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202733;202732;202619;202730;202729;202511;202509;202508;202513;2197;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201532AB;201103AB;201270AB;201334BA;201105AB;201517AB;201520AB;201509AB;201526AB;201507BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.404481 33.654611, -112.406936 33.645969, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.368001 33.631027)",,,,
,802,16,2197,3,4,0,sov,PM,1.5,0,1,2,1,0,22,20.2,20.1664,20.1664,11.035,202894;202824;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202502;202512;202521;2197;,200998BA;201000BA;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201559AB;201560BA;201548AB;201495BA;,"LINESTRING (-112.478543 33.711346, -112.469722 33.711339, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.355060 33.638642, -112.359398 33.638646, -112.359366 33.631134, -112.368001 33.631027)",,,,
,879,19,16,0,1,0,sov,PM,0.88,0,1,2,2,0,14,20.6,20.639,20.639,9.7081,202498;202497;202499;202525;202516;202504;202735;202734;202796;202925;202924;202825;202824;202894;,201568AB;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;detour-linkb;201595BA;200820AB;201001AB;201000AB;200998AB;,"LINESTRING (-112.342079 33.632787, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
