first_column,path_no,o_zone_id,d_zone_id,within_OD_path_no,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,OD_impact_flag,path_network_design_flag,toll,#_of_nodes,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,node_sequence,link_sequence,geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence
,2777,2125,640,0,1,0,sov,PM,0.64,0,1,2,2,0,12,26.2,26.1982,26.1982,10.0092,2125;202923;202925;202796;202734;202735;202504;202516;202525;202499;202502;640;,201005AB;200821BA;201595AB;detour-linka;201102BA;201533AB;201541BA;201500AB;201558AB;201559AB;201544BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.355060 33.638642, -112.350044 33.631097)",,,,
,2778,2125,640,1,2,0,sov,PM,1.49,0,1,2,1,0,18,20.2,20.2299,20.2299,10.4513,2125;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202502;640;,201005AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201559AB;201544BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.355060 33.638642, -112.350044 33.631097)",,,,
,2779,2125,645,0,1,0,sov,PM,0.75,0,1,2,2,0,13,27.3,27.2909,27.2909,10.5527,2125;202923;202925;202796;202734;202735;202504;202516;202525;202499;202500;202782;645;,201005AB;200821BA;201595AB;detour-linka;201102BA;201533AB;201541BA;201500AB;201558AB;201549BA;201574BA;201546BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342096 33.638688, -112.334501 33.638522, -112.333253 33.631209)",,,,
,2780,2125,645,2,3,0,sov,PM,1.47,0,1,2,1,0,19,21.3,21.3225,21.3225,10.9948,2125;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202500;202782;645;,201005AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201549BA;201574BA;201546BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342096 33.638688, -112.334501 33.638522, -112.333253 33.631209)",,,,
,2781,2125,645,1,2,0,sov,PM,1.2,0,1,2,1,0,21,21.8,21.8109,21.8109,11.3988,2125;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;202519;202518;202517;202523;202522;202782;645;,201005AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201531BA;201530AB;201497AB;201581AB;201494AB;201573AB;201546BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.364881 33.665829, -112.358748 33.661900, -112.348458 33.654638, -112.337504 33.649679, -112.334501 33.638522, -112.333253 33.631209)",,,,
,2784,2125,649,0,1,0,sov,PM,0.49,0,1,2,2,0,9,20.4,20.4098,20.4098,7.0977,2125;202923;202925;202796;202734;202735;202506;202505;649;,201005AB;200821BA;201595AB;detour-linka;201102BA;201537AB;201536BA;201534BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.379392 33.678514)",,,,
,2785,2125,649,1,2,0,sov,PM,2.74,0,1,2,1,0,15,14.4,14.4414,14.4414,7.5398,2125;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;649;,201005AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201534BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.379392 33.678514)",,,,
,2786,2125,650,0,1,0,sov,PM,0.51,0,1,2,2,0,8,21.1,21.1041,21.1041,7.1449,2125;202923;202925;202796;202734;202735;202506;650;,201005AB;200821BA;201595AB;detour-linka;201102BA;201537AB;201528BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.373945 33.664667)",,,,
,2787,2125,650,1,2,0,sov,PM,3.12,0,1,2,1,0,14,15.1,15.1357,15.1357,7.587,2125;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202506;650;,201005AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201528BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.373945 33.664667)",,,,
,2788,2125,651,0,1,0,sov,PM,0.59,0,1,2,2,0,10,24,23.9777,23.9777,8.7366,2125;202923;202925;202796;202734;202735;202504;202503;202524;651;,201005AB;200821BA;201595AB;detour-linka;201102BA;201533AB;201543AB;201540BA;201492BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370448 33.658836, -112.365527 33.658733, -112.353206 33.650097)",,,,
,2789,2125,651,2,3,0,sov,PM,2.8,0,1,2,1,0,16,18,18.0093,18.0093,9.1787,2125;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202503;202524;651;,201005AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201543AB;201540BA;201492BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370448 33.658836, -112.365527 33.658733, -112.353206 33.650097)",,,,
,2790,2125,651,1,2,0,sov,PM,1.09,0,1,2,1,0,19,18.1,18.1413,18.1413,9.766,2125;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;202519;202518;202517;202523;651;,201005AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201531BA;201530AB;201497AB;201581AB;201493BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.364881 33.665829, -112.358748 33.661900, -112.348458 33.654638, -112.353206 33.650097)",,,,
,2791,2125,652,0,1,0,sov,PM,0.72,0,1,2,2,0,11,25.1,25.1212,25.1212,9.3757,2125;202923;202925;202796;202734;202735;202506;202505;202519;202520;652;,201005AB;200821BA;201595AB;detour-linka;201102BA;201537AB;201536BA;201531BA;201496BA;201575BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.354606 33.678725, -112.350722 33.664185)",,,,
,2792,2125,652,1,2,0,sov,PM,3.8,0,1,2,1,0,17,19.2,19.1528,19.1528,9.8178,2125;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;202519;202520;652;,201005AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201531BA;201496BA;201575BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.354606 33.678725, -112.350722 33.664185)",,,,
,2793,2125,653,0,1,0,sov,PM,0.79,0,1,2,2,0,12,24.6,24.637,24.637,9.7699,2125;202923;202925;202796;202734;202735;202506;202505;202519;202520;202493;653;,201005AB;200821BA;201595AB;detour-linka;201102BA;201537AB;201536BA;201531BA;201496BA;201578AB;201583BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.354606 33.678725, -112.336609 33.674255, -112.331604 33.675656)",,,,
,2794,2125,653,1,2,0,sov,PM,1.41,0,1,2,1,0,19,19.8,19.8016,19.8016,12.2459,2125;202923;202925;202796;202809;202790;202577;202575;202576;202579;202753;202752;202487;202467;202748;202788;202789;202804;653;,201005AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201350AB;201349AB;201086AB;201590AB;201634AB;201642AB;201645BA;201090AB;201849AB;201051BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.405285 33.678920, -112.403023 33.681234, -112.396280 33.687252, -112.389369 33.692288, -112.359900 33.696558, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.331604 33.675656)",,,,
,2795,2125,654,0,1,0,sov,PM,0.73,0,1,2,2,0,14,25.7,25.733,25.733,10.1006,2125;202923;202925;202796;202734;202735;202506;202505;202519;202518;202517;202523;202522;654;,201005AB;200821BA;201595AB;detour-linka;201102BA;201537AB;201536BA;201531BA;201530AB;201497AB;201581AB;201494AB;201572BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.364881 33.665829, -112.358748 33.661900, -112.348458 33.654638, -112.337504 33.649679, -112.329712 33.647780)",,,,
,2796,2125,654,2,3,0,sov,PM,1.08,0,1,2,1,0,19,20.2,20.1563,20.1563,10.7052,2125;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202503;202524;202517;202523;202522;654;,201005AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201543AB;201540BA;201499AB;201581AB;201494AB;201572BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370448 33.658836, -112.365527 33.658733, -112.358748 33.661900, -112.348458 33.654638, -112.337504 33.649679, -112.329712 33.647780)",,,,
,2797,2125,654,1,2,0,sov,PM,1.49,0,1,2,1,0,20,19.8,19.7646,19.7646,10.5427,2125;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;202519;202518;202517;202523;202522;654;,201005AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201531BA;201530AB;201497AB;201581AB;201494AB;201572BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.364881 33.665829, -112.358748 33.661900, -112.348458 33.654638, -112.337504 33.649679, -112.329712 33.647780)",,,,
,2798,2125,2061,0,1,0,sov,PM,0.56,0,1,2,2,0,9,22.6,22.6156,22.6156,8.2183,2125;202923;202925;202796;202734;202735;202504;202515;2061;,201005AB;200821BA;201595AB;detour-linka;201102BA;201533AB;201542BA;201529BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.376931 33.653079, -112.384710 33.658775)",,,,
,2799,2125,2061,1,2,0,sov,PM,1.54,0,1,2,1,0,15,16.6,16.6472,16.6472,8.6604,2125;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202515;2061;,201005AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201542BA;201529BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.376931 33.653079, -112.384710 33.658775)",,,,
,2805,2125,2197,0,1,0,sov,PM,0.76,0,1,2,2,0,14,27.4,27.4,27.4,10.6799,2125;202923;202925;202796;202734;202735;202504;202516;202525;202499;202502;202512;202521;2197;,201005AB;200821BA;201595AB;detour-linka;201102BA;201533AB;201541BA;201500AB;201558AB;201559AB;201560BA;201548AB;201495BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.355060 33.638642, -112.359398 33.638646, -112.359366 33.631134, -112.368001 33.631027)",,,,
,2806,2125,2197,1,2,0,sov,PM,1.09,0,1,2,1,0,20,21.7,21.7243,21.7243,11.8899,2125;202923;202925;202796;202809;202790;202608;202607;202586;202585;202588;202602;202604;202730;202729;202511;202509;202508;202513;2197;,201005AB;200821BA;201595AB;201606AB;201065AB;201347AB;201277AB;201319AB;201322AB;201321AB;201317BA;201294BA;201335AB;201105AB;201517AB;201520AB;201509AB;201526AB;201507BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.368001 33.631027)",,,,
,2807,2125,2197,2,3,0,sov,PM,1.08,0,1,2,1,0,22,21.8,21.7577,21.7577,11.517,2125;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202733;202732;202619;202730;202729;202511;202509;202508;202513;2197;,201005AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201532AB;201103AB;201270AB;201334BA;201105AB;201517AB;201520AB;201509AB;201526AB;201507BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.404481 33.654611, -112.406936 33.645969, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.368001 33.631027)",,,,
,2808,2125,2197,3,4,0,sov,PM,1.47,0,1,2,1,0,20,21.4,21.4316,21.4316,11.122,2125;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202502;202512;202521;2197;,201005AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201559AB;201560BA;201548AB;201495BA;,"LINESTRING (-112.474416 33.729884, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.355060 33.638642, -112.359398 33.638646, -112.359366 33.631134, -112.368001 33.631027)",,,,
,2928,2142,2,0,1,0,sov,PM,0.72,0,1,2,2,0,12,25.5,25.467,25.467,8.6697,2142;202796;202734;202735;202504;202516;202525;202499;202500;202782;202783;202354;,201603AB;detour-linka;201102BA;201533AB;201541BA;201500AB;201558AB;201549BA;201574BA;201070BA;201823AB;,"LINESTRING (-112.426521 33.711249, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342096 33.638688, -112.334501 33.638522, -112.324760 33.638727, -112.310974 33.638683)",,,,
,2929,2142,2,3,4,0,sov,PM,2.3,0,1,2,1,0,18,19.5,19.4986,19.4986,9.1118,2142;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202500;202782;202783;202354;,201603AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201549BA;201574BA;201070BA;201823AB;,"LINESTRING (-112.426521 33.711249, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342096 33.638688, -112.334501 33.638522, -112.324760 33.638727, -112.310974 33.638683)",,,,
,2930,2142,2,1,2,0,sov,PM,1.98,0,1,2,1,0,20,20,19.987,19.987,9.5159,2142;202796;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;202519;202518;202517;202523;202522;202782;202783;202354;,201603AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201531BA;201530AB;201497AB;201581AB;201494AB;201573AB;201070BA;201823AB;,"LINESTRING (-112.426521 33.711249, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.364881 33.665829, -112.358748 33.661900, -112.348458 33.654638, -112.337504 33.649679, -112.334501 33.638522, -112.324760 33.638727, -112.310974 33.638683)",,,,
,2931,2142,2,2,3,0,sov,PM,0.98,0,1,2,1,0,21,21.9,21.9151,21.9151,12.4626,2142;202796;202809;202790;202577;202575;202576;202579;202753;202752;202487;202467;202748;202788;202789;202804;202785;202803;202370;202783;202354;,201603AB;201606AB;201065AB;201346AB;201351AB;201353AB;201350AB;201349AB;201086AB;201590AB;201634AB;201642AB;201645BA;201090AB;201849AB;201844BA;201847AB;201810AB;201827BA;201823AB;,"LINESTRING (-112.426521 33.711249, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.405285 33.678920, -112.403023 33.681234, -112.396280 33.687252, -112.389369 33.692288, -112.359900 33.696558, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.325524 33.667625, -112.325009 33.653237, -112.324998 33.649988, -112.324760 33.638727, -112.310974 33.638683)",,,,
,2932,2142,3,0,1,0,sov,PM,0.67,0,1,2,2,0,10,23,22.998,22.998,7.9385,2142;202796;202734;202735;202504;202516;202525;202499;202497;202780;,201603AB;detour-linka;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201564AB;,"LINESTRING (-112.426521 33.711249, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.330766 33.623526)",,,,
,2933,2142,3,2,3,0,sov,PM,1.12,0,1,2,1,0,16,17,17.0296,17.0296,8.3806,2142;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202497;202780;,201603AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201564AB;,"LINESTRING (-112.426521 33.711249, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.330766 33.623526)",,,,
,2934,2142,3,1,2,0,sov,PM,1.54,0,1,2,1,0,17,17,17.001,17.001,8.4121,2142;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202497;202498;202495;,201603AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201568BA;201562AB;,"LINESTRING (-112.426521 33.711249, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.342079 33.632787, -112.330326 33.624071)",,,,
