link_id,tmc_corridor_name,tmc_road_sequence,tmc,link_type_name,from_node_id,to_node_id,geometry,link_type_code,FT,AT,nlanes,link_distance_VDF,free_speed,capacity,k_critical,v_congestion_cutoff,AM_Volume,AM_speed_BPR,AM_speed_QVDF,AM_t0,AM_t3,AM_P, AM_D,AM_DC_ratio,AM_mu,MD_Volume,MD_speed_BPR,MD_speed_QVDF,MD_t0,MD_t3,MD_P, MD_D,MD_DC_ratio,MD_mu,PM_Volume,PM_speed_BPR,PM_speed_QVDF,PM_t0,PM_t3,PM_P, PM_D,PM_DC_ratio,PM_mu,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,vrh06,vrh07,vrh08,vrh09,vrh10,vrh11,vrh12,vrh13,vrh14,vrh15,vrh16,vrh17,vrh18,vrh19,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,vr06:00,vr06:15,vr06:30,vr06:45,vr07:00,vr07:15,vr07:30,vr07:45,vr08:00,vr08:15,vr08:30,vr08:45,vr09:00,vr09:15,vr09:30,vr09:45,vr10:00,vr10:15,vr10:30,vr10:45,vr11:00,vr11:15,vr11:30,vr11:45,vr12:00,vr12:15,vr12:30,vr12:45,vr13:00,vr13:15,vr13:30,vr13:45,vr14:00,vr14:15,vr14:30,vr14:45,vr15:00,vr15:15,vr15:30,vr15:45,vr16:00,vr16:15,vr16:30,vr16:45,vr17:00,vr17:15,vr17:30,vr17:45,vr18:00,vr18:15,vr18:30,vr18:45,vr19:00,vr19:15,vr19:30,vr19:45,
201280BA,,-1,,,202909,202606,"LINESTRING (-112.452660 33.636910, -112.435045 33.637205)",,2,3,0,1.016570,39.000000,900.000000,45.000000,33.150002,6.886654,38.999981, 38.999849,7.749996,7.750004, 0.000007,0.827454,0.000919,33.150002, 6.886654,38.999981, 38.999849,7.749996,7.750004, 0.000007,0.827454,0.000919,33.150002, 6.886654,38.999981, 38.999849,7.749996,7.750004, 0.000007,0.827454,0.000919,33.150002, 39.000,38.512,39.000,39.000,39.000,39.000,38.512,39.000,39.000,38.689,38.010,37.771,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.830,38.661,38.491,38.321,38.152,37.982,37.813,31.886,37.959,38.306,38.653,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.962,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201284AB,,-1,,,622,202617,"LINESTRING (-112.436297 33.645793, -112.435532 33.638614)",,9,3,0,0.496740,20.000000,99999.000000,45.000000,17.000000,0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,-nan(ind),20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,-nan(ind),20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201284BA,,-1,,,202617,622,"LINESTRING (-112.432344 33.638954, -112.433109 33.646133)",,9,3,0,0.496740,20.000000,99999.000000,45.000000,17.000000,0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,-nan(ind),20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,-nan(ind),20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201285AB,,-1,,,202606,202615,"LINESTRING (-112.433480 33.638624, -112.432734 33.645097)",,3,3,0,0.589810,40.000000,700.000000,45.000000,34.000000,13.299456,39.999408, 39.995428,7.749893,7.750107, 0.000215,4.722198,0.006746,34.000000, 13.299456,39.999408, 39.995428,7.749893,7.750107, 0.000215,4.722198,0.006746,34.000000, 13.299456,39.999408, 39.995428,7.749893,7.750107, 0.000215,4.722198,0.006746,34.000000, 39.999,39.496,39.998,39.998,39.995,39.992,39.490,39.993,39.998,37.846,28.638,27.810,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.842,0.818,1.000,1.000,40.000,39.999,39.999,39.998,39.997,39.997,39.996,33.996,39.996,39.997,39.998,39.999,40.000,39.999,39.998,39.998,39.997,39.996,39.995,39.994,39.993,39.993,39.992,39.991,39.990,39.989,33.989,39.990,39.991,39.992,39.993,39.994,39.995,39.997,39.998,39.999,40.000,38.825,37.650,36.475,35.300,34.125,28.416,21.817,19.767,21.817,28.416,34.575,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.836,0.642,0.581,0.642,0.836,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201285BA,,-1,,,202615,202606,"LINESTRING (-112.435918 33.645465, -112.436664 33.638992)",,3,3,0,0.589810,40.000000,700.000000,45.000000,34.000000,12.948532,39.999434, 39.995630,7.749897,7.750103, 0.000205,4.597596,0.006568,34.000000, 12.948532,39.999434, 39.995630,7.749897,7.750103, 0.000205,4.597596,0.006568,34.000000, 12.948532,39.999434, 39.995630,7.749897,7.750103, 0.000205,4.597596,0.006568,34.000000, 39.999,39.497,39.998,39.999,39.995,39.992,39.490,39.993,39.998,38.006,30.143,29.577,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.887,0.870,1.000,1.000,40.000,39.999,39.999,39.998,39.998,39.997,39.996,33.996,39.997,39.997,39.998,39.999,40.000,39.999,39.998,39.998,39.997,39.996,39.995,39.995,39.994,39.993,39.992,39.991,39.991,39.990,33.990,39.990,39.991,39.992,39.993,39.995,39.996,39.997,39.998,39.999,40.000,38.913,37.825,36.738,35.650,34.563,31.596,23.718,21.017,23.718,31.596,36.046,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.929,0.698,0.618,0.698,0.929,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201286AB,,-1,,,202617,202606,"LINESTRING (-112.433904 33.640386, -112.435038 33.640410)",,2,3,0,0.065390,39.000000,900.000000,45.000000,33.150002,20.219020,38.999881, 38.999060,7.749977,7.750023, 0.000046,2.429383,0.002699,33.150002, 20.219020,38.999881, 38.999060,7.749977,7.750023, 0.000046,2.429383,0.002699,33.150002, 20.219020,38.999881, 38.999060,7.749977,7.750023, 0.000046,2.429383,0.002699,33.150002, 39.000,38.512,39.000,39.000,38.999,38.998,38.510,38.998,38.999,37.436,34.004,34.309,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,33.149,38.999,38.999,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.998,38.997,33.147,38.997,38.998,38.998,38.998,38.999,38.999,38.999,38.999,39.000,39.000,38.147,37.294,36.441,35.588,34.735,33.882,38.001,26.285,38.001,34.906,36.953,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.793,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201286BA,,-1,,,202606,202617,"LINESTRING (-112.435106 33.637206, -112.433972 33.637182)",,2,3,0,0.065390,39.000000,900.000000,45.000000,33.150002,19.835185,38.999885, 38.999090,7.749978,7.750022, 0.000045,2.383264,0.002648,33.150002, 19.835185,38.999885, 38.999090,7.749978,7.750022, 0.000045,2.383264,0.002648,33.150002, 19.835185,38.999885, 38.999090,7.749978,7.750022, 0.000045,2.383264,0.002648,33.150002, 39.000,38.512,39.000,39.000,38.999,38.998,38.510,38.998,38.999,37.756,35.274,35.628,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,33.149,38.999,38.999,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.998,38.997,33.147,38.998,38.998,38.998,38.998,38.999,38.999,38.999,38.999,39.000,39.000,38.322,37.643,36.965,36.287,35.609,34.930,34.252,28.497,34.488,35.992,37.496,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.860,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201287AB,,-1,,,622,202615,"LINESTRING (-112.436106 33.645188, -112.435729 33.644506)",,9,3,0,0.051780,20.000000,99999.000000,45.000000,17.000000,12.948532,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.510844,0.000005,17.000000, 12.948532,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.510844,0.000005,17.000000, 12.948532,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.510844,0.000005,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201287BA,,-1,,,202615,622,"LINESTRING (-112.432923 33.646056, -112.433300 33.646738)",,9,3,0,0.051780,20.000000,99999.000000,45.000000,17.000000,13.299456,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.524689,0.000005,17.000000, 13.299456,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.524689,0.000005,17.000000, 13.299456,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.524689,0.000005,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201288AB,,-1,,,202623,202616,"LINESTRING (-112.434548 33.654883, -112.435568 33.654879)",,3,3,0,0.058790,39.000000,700.000000,45.000000,33.150002,0.000000,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,33.150002, 0.000000,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,33.150002, 0.000000,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,33.150002, 39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.386,37.046,37.027,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,-nan(ind),39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,-nan(ind),39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.665,38.330,37.995,37.660,37.325,36.990,36.655,30.707,36.902,37.602,38.301,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.926,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201288BA,,-1,,,202616,202623,"LINESTRING (-112.435568 33.651673, -112.434548 33.651677)",,3,3,0,0.058790,39.000000,700.000000,45.000000,33.150002,0.000000,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,33.150002, 0.000000,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,33.150002, 0.000000,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,33.150002, 39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.508,37.433,37.329,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,-nan(ind),39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,-nan(ind),39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.731,38.463,38.194,37.926,37.657,37.388,37.120,31.172,37.334,37.889,38.445,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201289AB,,-1,,,202613,202610,"LINESTRING (-112.426931 33.660545, -112.425608 33.664549)",,4,3,0,0.294140,40.000000,500.000000,45.000000,34.000000,7.378570,39.999881, 39.999080,7.749978,7.750022, 0.000043,1.309943,0.002620,34.000000, 7.378570,39.999881, 39.999080,7.749978,7.750022, 0.000043,1.309943,0.002620,34.000000, 7.378570,39.999881, 39.999080,7.749978,7.750022, 0.000043,1.309943,0.002620,34.000000, 40.000,39.499,40.000,40.000,39.999,39.998,39.498,39.999,39.999,38.740,35.872,36.240,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,33.999,39.999,39.999,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.998,39.998,39.998,39.998,33.998,39.998,39.998,39.998,39.999,39.999,39.999,39.999,40.000,40.000,40.000,39.313,38.626,37.939,37.251,36.564,35.877,35.190,29.243,35.474,36.983,38.491,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.860,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201289BA,,-1,,,202610,202613,"LINESTRING (-112.428652 33.665555, -112.429975 33.661551)",,4,3,0,0.294140,40.000000,500.000000,45.000000,34.000000,7.207451,39.999885, 39.999116,7.749979,7.750021, 0.000042,1.279564,0.002559,34.000000, 7.207451,39.999885, 39.999116,7.749979,7.750021, 0.000042,1.279564,0.002559,34.000000, 7.207451,39.999885, 39.999116,7.749979,7.750021, 0.000042,1.279564,0.002559,34.000000, 40.000,39.499,40.000,40.000,39.999,39.998,39.498,39.999,40.000,39.073,37.120,37.298,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,33.999,39.999,39.999,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.998,39.998,39.998,39.998,33.998,39.998,39.998,39.998,39.999,39.999,39.999,39.999,40.000,40.000,40.000,39.494,38.988,38.483,37.977,37.471,36.965,36.460,30.400,36.761,37.840,38.920,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.894,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201290AB,,-1,,,620,202904,"LINESTRING (-112.433611 33.685677, -112.441238 33.683563)",,9,3,0,0.462970,20.000000,99999.000000,45.000000,17.000000,0.018792,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000741,0.000000,17.000000, 0.018792,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000741,0.000000,17.000000, 0.018792,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000741,0.000000,17.000000, 20.000,19.713,20.000,20.000,20.000,20.000,19.765,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.559,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.182,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.974,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201290BA,,-1,,,202904,620,"LINESTRING (-112.440382 33.680473, -112.432755 33.682587)",,9,3,0,0.462970,20.000000,99999.000000,45.000000,17.000000,0.027314,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001078,0.000000,17.000000, 0.027314,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001078,0.000000,17.000000, 0.027314,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001078,0.000000,17.000000, 20.000,19.754,20.000,20.000,20.000,20.000,19.746,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.053,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.953,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.997,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201291AB,,-1,,,633,202730,"LINESTRING (-112.399481 33.631895, -112.403180 33.639502)",,9,3,0,0.565980,20.000000,99999.000000,45.000000,17.000000,0.824386,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.032524,0.000000,17.000000, 0.824386,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.032524,0.000000,17.000000, 0.824386,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.032524,0.000000,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.999,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
