link_id,from_node_id,to_node_id,from_cell_code,time_period,volume,background_volume,major_path_volume,ratio_of_major_path_flow,geometry,notes
201491BA,202764,649,,0600_0900,281.250,0.000,281.250,1.000,"LINESTRING (-112.354652 33.684544, -112.379673 33.680092)",
201491BA,202764,649,,1000_1500,0.379,0.000,0.379,1.000,"LINESTRING (-112.354652 33.684544, -112.379673 33.680092)",
201491BA,202764,649,,1500_1800,0.213,0.000,0.213,1.000,"LINESTRING (-112.354652 33.684544, -112.379673 33.680092)",
201492AB,651,202524,,0600_0900,807.549,0.000,807.549,1.000,"LINESTRING (-112.352286 33.651410, -112.364607 33.660046)",
201492AB,651,202524,,1000_1500,1.274,0.000,1.274,1.000,"LINESTRING (-112.352286 33.651410, -112.364607 33.660046)",
201492AB,651,202524,,1500_1800,0.716,0.000,0.716,1.000,"LINESTRING (-112.352286 33.651410, -112.364607 33.660046)",
201492BA,202524,651,,0600_0900,1900.281,0.000,1900.281,1.000,"LINESTRING (-112.366447 33.657420, -112.354126 33.648784)",
201492BA,202524,651,,1000_1500,1.902,0.000,1.902,1.000,"LINESTRING (-112.366447 33.657420, -112.354126 33.648784)",
201492BA,202524,651,,1500_1800,1.068,0.000,1.068,1.000,"LINESTRING (-112.366447 33.657420, -112.354126 33.648784)",
201493AB,651,202523,,0600_0900,658.734,0.000,658.734,1.000,"LINESTRING (-112.352098 33.648939, -112.347350 33.653480)",
201493AB,651,202523,,1000_1500,29.616,0.000,29.616,1.000,"LINESTRING (-112.352098 33.648939, -112.347350 33.653480)",
201493AB,651,202523,,1500_1800,16.627,0.000,16.627,1.000,"LINESTRING (-112.352098 33.648939, -112.347350 33.653480)",
201493BA,202523,651,,0600_0900,842.800,0.000,842.800,1.000,"LINESTRING (-112.349566 33.655796, -112.354314 33.651255)",
201493BA,202523,651,,1000_1500,30.834,0.000,30.834,1.000,"LINESTRING (-112.349566 33.655796, -112.354314 33.651255)",
201493BA,202523,651,,1500_1800,17.311,0.000,17.311,1.000,"LINESTRING (-112.349566 33.655796, -112.354314 33.651255)",
201494AB,202523,202522,,0600_0900,1909.551,0.000,1909.551,1.000,"LINESTRING (-112.349119 33.653178, -112.338165 33.648219)",
201494AB,202523,202522,,1000_1500,70.830,0.000,70.830,1.000,"LINESTRING (-112.349119 33.653178, -112.338165 33.648219)",
201494AB,202523,202522,,1500_1800,39.765,0.000,39.765,1.000,"LINESTRING (-112.349119 33.653178, -112.338165 33.648219)",
201494BA,202522,202523,,0600_0900,1495.559,0.000,1495.559,1.000,"LINESTRING (-112.336843 33.651139, -112.347797 33.656098)",
201494BA,202522,202523,,1000_1500,44.576,0.000,44.576,1.000,"LINESTRING (-112.336843 33.651139, -112.347797 33.656098)",
201494BA,202522,202523,,1500_1800,25.026,0.000,25.026,1.000,"LINESTRING (-112.336843 33.651139, -112.347797 33.656098)",
201495AB,2197,202521,,0600_0900,799.218,0.000,799.218,1.000,"LINESTRING (-112.367981 33.629424, -112.359346 33.629531)",
201495AB,2197,202521,,1000_1500,4.132,0.000,4.132,1.000,"LINESTRING (-112.367981 33.629424, -112.359346 33.629531)",
201495AB,2197,202521,,1500_1800,2.320,0.000,2.320,1.000,"LINESTRING (-112.367981 33.629424, -112.359346 33.629531)",
201495BA,202521,2197,,0600_0900,382.579,0.000,382.579,1.000,"LINESTRING (-112.359386 33.632737, -112.368021 33.632630)",
201495BA,202521,2197,,1000_1500,4.243,0.000,4.243,1.000,"LINESTRING (-112.359386 33.632737, -112.368021 33.632630)",
201495BA,202521,2197,,1500_1800,2.382,0.000,2.382,1.000,"LINESTRING (-112.359386 33.632737, -112.368021 33.632630)",
201496AB,202520,202519,,0600_0900,668.270,0.000,668.270,1.000,"LINESTRING (-112.355283 33.680178, -112.372403 33.672206)",
201496AB,202520,202519,,1000_1500,0.451,0.000,0.451,1.000,"LINESTRING (-112.355283 33.680178, -112.372403 33.672206)",
201496AB,202520,202519,,1500_1800,0.253,0.000,0.253,1.000,"LINESTRING (-112.355283 33.680178, -112.372403 33.672206)",
201496BA,202519,202520,,0600_0900,2917.397,0.000,2917.397,1.000,"LINESTRING (-112.371049 33.669300, -112.353929 33.677272)",
201496BA,202519,202520,,1000_1500,2.333,0.000,2.333,1.000,"LINESTRING (-112.371049 33.669300, -112.353929 33.677272)",
201496BA,202519,202520,,1500_1800,1.310,0.000,1.310,1.000,"LINESTRING (-112.371049 33.669300, -112.353929 33.677272)",
201497AB,202518,202517,,0600_0900,1009.262,0.000,1009.262,1.000,"LINESTRING (-112.365746 33.664479, -112.359613 33.660550)",
201497AB,202518,202517,,1000_1500,13.614,0.000,13.614,1.000,"LINESTRING (-112.365746 33.664479, -112.359613 33.660550)",
201497AB,202518,202517,,1500_1800,7.643,0.000,7.643,1.000,"LINESTRING (-112.365746 33.664479, -112.359613 33.660550)",
201497BA,202517,202518,,0600_0900,1078.154,0.000,1078.154,1.000,"LINESTRING (-112.357883 33.663250, -112.364016 33.667179)",
201497BA,202517,202518,,1000_1500,14.734,0.000,14.734,1.000,"LINESTRING (-112.357883 33.663250, -112.364016 33.667179)",
201497BA,202517,202518,,1500_1800,8.272,0.000,8.272,1.000,"LINESTRING (-112.357883 33.663250, -112.364016 33.667179)",
201498AB,202784,202522,,0600_0900,651.612,0.000,651.612,1.000,"LINESTRING (-112.333186 33.666602, -112.339014 33.650216)",
201498AB,202784,202522,,1000_1500,7.720,0.000,7.720,1.000,"LINESTRING (-112.333186 33.666602, -112.339014 33.650216)",
201498AB,202784,202522,,1500_1800,4.334,0.000,4.334,1.000,"LINESTRING (-112.333186 33.666602, -112.339014 33.650216)",
201498BA,202522,202784,,0600_0900,1062.537,0.000,1062.537,1.000,"LINESTRING (-112.335994 33.649142, -112.330166 33.665528)",
201498BA,202522,202784,,1000_1500,4.863,0.000,4.863,1.000,"LINESTRING (-112.335994 33.649142, -112.330166 33.665528)",
201498BA,202522,202784,,1500_1800,2.730,0.000,2.730,1.000,"LINESTRING (-112.335994 33.649142, -112.330166 33.665528)",
201499AB,202524,202517,,0600_0900,601.494,0.000,601.494,1.000,"LINESTRING (-112.364849 33.657281, -112.358070 33.660448)",
201499AB,202524,202517,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.364849 33.657281, -112.358070 33.660448)",
201499AB,202524,202517,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.364849 33.657281, -112.358070 33.660448)",
201499BA,202517,202524,,0600_0900,1266.048,0.000,1266.048,1.000,"LINESTRING (-112.359426 33.663352, -112.366205 33.660185)",
201499BA,202517,202524,,1000_1500,0.792,0.000,0.792,1.000,"LINESTRING (-112.359426 33.663352, -112.366205 33.660185)",
201499BA,202517,202524,,1500_1800,0.445,0.000,0.445,1.000,"LINESTRING (-112.359426 33.663352, -112.366205 33.660185)",
201500AB,202516,202525,,0600_0900,10181.873,0.000,10181.873,1.000,"LINESTRING (-112.371093 33.652934, -112.360632 33.644645)",
201500AB,202516,202525,,1000_1500,223.265,0.000,223.265,1.000,"LINESTRING (-112.371093 33.652934, -112.360632 33.644645)",
201500AB,202516,202525,,1500_1800,125.344,0.000,125.344,1.000,"LINESTRING (-112.371093 33.652934, -112.360632 33.644645)",
201500BA,202525,202516,,0600_0900,4661.363,0.000,4661.363,1.000,"LINESTRING (-112.358642 33.647157, -112.369103 33.655446)",
201500BA,202525,202516,,1000_1500,196.310,0.000,196.310,1.000,"LINESTRING (-112.358642 33.647157, -112.369103 33.655446)",
201500BA,202525,202516,,1500_1800,110.211,0.000,110.211,1.000,"LINESTRING (-112.358642 33.647157, -112.369103 33.655446)",
201501AB,202515,202514,,0600_0900,3354.117,0.000,3354.117,1.000,"LINESTRING (-112.377676 33.654498, -112.389485 33.648303)",
201501AB,202515,202514,,1000_1500,3.040,0.000,3.040,1.000,"LINESTRING (-112.377676 33.654498, -112.389485 33.648303)",
201501AB,202515,202514,,1500_1800,1.707,0.000,1.707,1.000,"LINESTRING (-112.377676 33.654498, -112.389485 33.648303)",
201501BA,202514,202515,,0600_0900,2957.439,0.000,2957.439,1.000,"LINESTRING (-112.387995 33.645465, -112.376186 33.651660)",
201501BA,202514,202515,,1000_1500,3.002,0.000,3.002,1.000,"LINESTRING (-112.387995 33.645465, -112.376186 33.651660)",
201501BA,202514,202515,,1500_1800,1.685,0.000,1.685,1.000,"LINESTRING (-112.387995 33.645465, -112.376186 33.651660)",
201502AB,202513,202512,,0600_0900,7630.878,0.000,7630.878,1.000,"LINESTRING (-112.368071 33.637025, -112.359395 33.637043)",
201502AB,202513,202512,,1000_1500,21.383,0.000,21.383,1.000,"LINESTRING (-112.368071 33.637025, -112.359395 33.637043)",
201502AB,202513,202512,,1500_1800,12.004,0.000,12.004,1.000,"LINESTRING (-112.368071 33.637025, -112.359395 33.637043)",
201502BA,202512,202513,,0600_0900,10012.811,0.000,10012.811,1.000,"LINESTRING (-112.359401 33.640249, -112.368077 33.640231)",
201502BA,202512,202513,,1000_1500,21.888,0.000,21.888,1.000,"LINESTRING (-112.359401 33.640249, -112.368077 33.640231)",
201502BA,202512,202513,,1500_1800,12.288,0.000,12.288,1.000,"LINESTRING (-112.359401 33.640249, -112.368077 33.640231)",
201504AB,626,202514,,0600_0900,341.350,0.000,341.350,1.000,"LINESTRING (-112.375792 33.645052, -112.388323 33.648432)",
201504AB,626,202514,,1000_1500,0.625,0.000,0.625,1.000,"LINESTRING (-112.375792 33.645052, -112.388323 33.648432)",
201504AB,626,202514,,1500_1800,0.351,0.000,0.351,1.000,"LINESTRING (-112.375792 33.645052, -112.388323 33.648432)",
201504BA,202514,626,,0600_0900,914.406,0.000,914.406,1.000,"LINESTRING (-112.389157 33.645336, -112.376626 33.641956)",
201504BA,202514,626,,1000_1500,0.686,0.000,0.686,1.000,"LINESTRING (-112.389157 33.645336, -112.376626 33.641956)",
201504BA,202514,626,,1500_1800,0.385,0.000,0.385,1.000,"LINESTRING (-112.389157 33.645336, -112.376626 33.641956)",
201505AB,637,202511,,0600_0900,797.988,0.000,797.988,1.000,"LINESTRING (-112.383725 33.631279, -112.383739 33.638723)",
201505AB,637,202511,,1000_1500,0.009,0.000,0.009,1.000,"LINESTRING (-112.383725 33.631279, -112.383739 33.638723)",
201505AB,637,202511,,1500_1800,0.005,0.000,0.005,1.000,"LINESTRING (-112.383725 33.631279, -112.383739 33.638723)",
201505BA,202511,637,,0600_0900,654.578,0.000,654.578,1.000,"LINESTRING (-112.386945 33.638717, -112.386931 33.631273)",
201505BA,202511,637,,1000_1500,0.053,0.000,0.053,1.000,"LINESTRING (-112.386945 33.638717, -112.386931 33.631273)",
201505BA,202511,637,,1500_1800,0.030,0.000,0.030,1.000,"LINESTRING (-112.386945 33.638717, -112.386931 33.631273)",
201506AB,637,202510,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.385374 33.629674, -112.376708 33.629426)",
201506AB,637,202510,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.385374 33.629674, -112.376708 33.629426)",
201506AB,637,202510,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.385374 33.629674, -112.376708 33.629426)",
201506BA,202510,637,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.376616 33.632630, -112.385282 33.632878)",
201506BA,202510,637,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.376616 33.632630, -112.385282 33.632878)",
201506BA,202510,637,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.376616 33.632630, -112.385282 33.632878)",
201507AB,2197,202513,,0600_0900,705.641,0.000,705.641,1.000,"LINESTRING (-112.366398 33.631042, -112.366471 33.638643)",
201507AB,2197,202513,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.366398 33.631042, -112.366471 33.638643)",
201507AB,2197,202513,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.366398 33.631042, -112.366471 33.638643)",
201507BA,202513,2197,,0600_0900,242.992,0.000,242.992,1.000,"LINESTRING (-112.369677 33.638613, -112.369604 33.631012)",
201507BA,202513,2197,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.369677 33.638613, -112.369604 33.631012)",
201507BA,202513,2197,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.369677 33.638613, -112.369604 33.631012)",
201508AB,202729,202744,,0600_0900,4892.810,0.000,4892.810,1.000,"LINESTRING (-112.395690 33.638703, -112.395584 33.631308)",
201508AB,202729,202744,,1000_1500,1.181,0.000,1.181,1.000,"LINESTRING (-112.395690 33.638703, -112.395584 33.631308)",
201508AB,202729,202744,,1500_1800,0.663,0.000,0.663,1.000,"LINESTRING (-112.395690 33.638703, -112.395584 33.631308)",
201508BA,202744,202729,,0600_0900,3344.242,0.000,3344.242,1.000,"LINESTRING (-112.392378 33.631354, -112.392484 33.638749)",
201508BA,202744,202729,,1000_1500,0.679,0.000,0.679,1.000,"LINESTRING (-112.392378 33.631354, -112.392484 33.638749)",
201508BA,202744,202729,,1500_1800,0.381,0.000,0.381,1.000,"LINESTRING (-112.392378 33.631354, -112.392484 33.638749)",
201509AB,202509,202508,,0600_0900,8761.035,0.000,8761.035,1.000,"LINESTRING (-112.381029 33.637046, -112.376824 33.637013)",
201509AB,202509,202508,,1000_1500,6.036,0.000,6.036,1.000,"LINESTRING (-112.381029 33.637046, -112.376824 33.637013)",
201509AB,202509,202508,,1500_1800,3.389,0.000,3.389,1.000,"LINESTRING (-112.381029 33.637046, -112.376824 33.637013)",
201509BA,202508,202509,,0600_0900,10946.065,0.000,10946.065,1.000,"LINESTRING (-112.376798 33.640219, -112.381003 33.640252)",
201509BA,202508,202509,,1000_1500,4.745,0.000,4.745,1.000,"LINESTRING (-112.376798 33.640219, -112.381003 33.640252)",
201509BA,202508,202509,,1500_1800,2.664,0.000,2.664,1.000,"LINESTRING (-112.376798 33.640219, -112.381003 33.640252)",
201510AB,202508,202510,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.378414 33.638585, -112.378265 33.630997)",
201510AB,202508,202510,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.378414 33.638585, -112.378265 33.630997)",
201510AB,202508,202510,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.378414 33.638585, -112.378265 33.630997)",
201510BA,202510,202508,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.375059 33.631059, -112.375208 33.638647)",
201510BA,202510,202508,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.375059 33.631059, -112.375208 33.638647)",
201510BA,202510,202508,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.375059 33.631059, -112.375208 33.638647)",
201512AB,637,202744,,0600_0900,861.305,0.000,861.305,1.000,"LINESTRING (-112.385318 33.632879, -112.393971 33.632934)",
201512AB,637,202744,,1000_1500,16.615,0.000,16.615,1.000,"LINESTRING (-112.385318 33.632879, -112.393971 33.632934)",
201512AB,637,202744,,1500_1800,9.328,0.000,9.328,1.000,"LINESTRING (-112.385318 33.632879, -112.393971 33.632934)",
201512BA,202744,637,,0600_0900,1642.450,0.000,1642.450,1.000,"LINESTRING (-112.393991 33.629728, -112.385338 33.629673)",
201512BA,202744,637,,1000_1500,18.257,0.000,18.257,1.000,"LINESTRING (-112.393991 33.629728, -112.385338 33.629673)",
201512BA,202744,637,,1500_1800,10.250,0.000,10.250,1.000,"LINESTRING (-112.393991 33.629728, -112.385338 33.629673)",
201513AB,637,202739,,0600_0900,164.528,0.000,164.528,1.000,"LINESTRING (-112.386931 33.631257, -112.386846 33.623934)",
201513AB,637,202739,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.386931 33.631257, -112.386846 33.623934)",
201513AB,637,202739,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.386931 33.631257, -112.386846 33.623934)",
201513BA,202739,637,,0600_0900,194.010,0.000,194.010,1.000,"LINESTRING (-112.383640 33.623972, -112.383725 33.631295)",
201513BA,202739,637,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.383640 33.623972, -112.383725 33.631295)",
201513BA,202739,637,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.383640 33.623972, -112.383725 33.631295)",
201514AB,202744,202728,,0600_0900,2214.072,0.000,2214.072,1.000,"LINESTRING (-112.395584 33.631319, -112.395529 33.624090)",
201514AB,202744,202728,,1000_1500,15.943,0.000,15.943,1.000,"LINESTRING (-112.395584 33.631319, -112.395529 33.624090)",
201514AB,202744,202728,,1500_1800,8.951,0.000,8.951,1.000,"LINESTRING (-112.395584 33.631319, -112.395529 33.624090)",
201514BA,202728,202744,,0600_0900,1473.111,0.000,1473.111,1.000,"LINESTRING (-112.392323 33.624114, -112.392378 33.631343)",
201514BA,202728,202744,,1000_1500,17.109,0.000,17.109,1.000,"LINESTRING (-112.392323 33.624114, -112.392378 33.631343)",
201514BA,202728,202744,,1500_1800,9.605,0.000,9.605,1.000,"LINESTRING (-112.392323 33.624114, -112.392378 33.631343)",
201517AB,202729,202511,,0600_0900,7963.047,0.000,7963.047,1.000,"LINESTRING (-112.394087 33.637123, -112.385342 33.637117)",
201517AB,202729,202511,,1000_1500,6.027,0.000,6.027,1.000,"LINESTRING (-112.394087 33.637123, -112.385342 33.637117)",
201517AB,202729,202511,,1500_1800,3.384,0.000,3.384,1.000,"LINESTRING (-112.394087 33.637123, -112.385342 33.637117)",
201517BA,202511,202729,,0600_0900,10291.487,0.000,10291.487,1.000,"LINESTRING (-112.385342 33.640323, -112.394087 33.640329)",
201517BA,202511,202729,,1000_1500,4.692,0.000,4.692,1.000,"LINESTRING (-112.385342 33.640323, -112.394087 33.640329)",
201517BA,202511,202729,,1500_1800,2.634,0.000,2.634,1.000,"LINESTRING (-112.385342 33.640323, -112.394087 33.640329)",
201518AB,202729,202514,,0600_0900,1914.615,0.000,1914.615,1.000,"LINESTRING (-112.392746 33.637847, -112.387399 33.646005)",
201518AB,202729,202514,,1000_1500,5.770,0.000,5.770,1.000,"LINESTRING (-112.392746 33.637847, -112.387399 33.646005)",
201518AB,202729,202514,,1500_1800,3.240,0.000,3.240,1.000,"LINESTRING (-112.392746 33.637847, -112.387399 33.646005)",
201518BA,202514,202729,,0600_0900,2853.486,0.000,2853.486,1.000,"LINESTRING (-112.390081 33.647763, -112.395428 33.639605)",
201518BA,202514,202729,,1000_1500,5.323,0.000,5.323,1.000,"LINESTRING (-112.390081 33.647763, -112.395428 33.639605)",
201518BA,202514,202729,,1500_1800,2.988,0.000,2.988,1.000,"LINESTRING (-112.390081 33.647763, -112.395428 33.639605)",
201519AB,625,202514,,0600_0900,1509.996,0.000,1509.996,1.000,"LINESTRING (-112.393148 33.649723, -112.389978 33.645866)",
201519AB,625,202514,,1000_1500,3.576,0.000,3.576,1.000,"LINESTRING (-112.393148 33.649723, -112.389978 33.645866)",
201519AB,625,202514,,1500_1800,2.008,0.000,2.008,1.000,"LINESTRING (-112.393148 33.649723, -112.389978 33.645866)",
201519BA,202514,625,,0600_0900,394.748,0.000,394.748,1.000,"LINESTRING (-112.387502 33.647902, -112.390672 33.651759)",
201519BA,202514,625,,1000_1500,4.000,0.000,4.000,1.000,"LINESTRING (-112.387502 33.647902, -112.390672 33.651759)",
201519BA,202514,625,,1500_1800,2.246,0.000,2.246,1.000,"LINESTRING (-112.387502 33.647902, -112.390672 33.651759)",
201520AB,202511,202509,,0600_0900,8761.035,0.000,8761.035,1.000,"LINESTRING (-112.385368 33.637117, -112.381042 33.637046)",
201520AB,202511,202509,,1000_1500,6.036,0.000,6.036,1.000,"LINESTRING (-112.385368 33.637117, -112.381042 33.637046)",
201520AB,202511,202509,,1500_1800,3.389,0.000,3.389,1.000,"LINESTRING (-112.385368 33.637117, -112.381042 33.637046)",
201520BA,202509,202511,,0600_0900,10946.065,0.000,10946.065,1.000,"LINESTRING (-112.380990 33.640252, -112.385316 33.640323)",
201520BA,202509,202511,,1000_1500,4.745,0.000,4.745,1.000,"LINESTRING (-112.380990 33.640252, -112.385316 33.640323)",
201520BA,202509,202511,,1500_1800,2.664,0.000,2.664,1.000,"LINESTRING (-112.380990 33.640252, -112.385316 33.640323)",
201525AB,627,202513,,0600_0900,585.450,0.000,585.450,1.000,"LINESTRING (-112.369512 33.645521, -112.369676 33.638666)",
201525AB,627,202513,,1000_1500,0.573,0.000,0.573,1.000,"LINESTRING (-112.369512 33.645521, -112.369676 33.638666)",
201525AB,627,202513,,1500_1800,0.322,0.000,0.322,1.000,"LINESTRING (-112.369512 33.645521, -112.369676 33.638666)",
201525BA,202513,627,,0600_0900,1396.700,0.000,1396.700,1.000,"LINESTRING (-112.366472 33.638590, -112.366308 33.645445)",
201525BA,202513,627,,1000_1500,1.297,0.000,1.297,1.000,"LINESTRING (-112.366472 33.638590, -112.366308 33.645445)",
201525BA,202513,627,,1500_1800,0.728,0.000,0.728,1.000,"LINESTRING (-112.366472 33.638590, -112.366308 33.645445)",
201526AB,202508,202513,,0600_0900,8942.676,0.000,8942.676,1.000,"LINESTRING (-112.376809 33.637013, -112.368072 33.637025)",
201526AB,202508,202513,,1000_1500,22.680,0.000,22.680,1.000,"LINESTRING (-112.376809 33.637013, -112.368072 33.637025)",
201526AB,202508,202513,,1500_1800,12.733,0.000,12.733,1.000,"LINESTRING (-112.376809 33.637013, -112.368072 33.637025)",
201526BA,202513,202508,,0600_0900,10976.007,0.000,10976.007,1.000,"LINESTRING (-112.368076 33.640231, -112.376813 33.640219)",
201526BA,202513,202508,,1000_1500,22.461,0.000,22.461,1.000,"LINESTRING (-112.368076 33.640231, -112.376813 33.640219)",
201526BA,202513,202508,,1500_1800,12.610,0.000,12.610,1.000,"LINESTRING (-112.368076 33.640231, -112.376813 33.640219)",
201527AB,626,202508,,0600_0900,1139.772,0.000,1139.772,1.000,"LINESTRING (-112.377800 33.643700, -112.378402 33.638812)",
201527AB,626,202508,,1000_1500,18.434,0.000,18.434,1.000,"LINESTRING (-112.377800 33.643700, -112.378402 33.638812)",
201527AB,626,202508,,1500_1800,10.349,0.000,10.349,1.000,"LINESTRING (-112.377800 33.643700, -112.378402 33.638812)",
201527BA,202508,626,,0600_0900,988.073,0.000,988.073,1.000,"LINESTRING (-112.375220 33.638420, -112.374618 33.643308)",
201527BA,202508,626,,1000_1500,19.507,0.000,19.507,1.000,"LINESTRING (-112.375220 33.638420, -112.374618 33.643308)",
201527BA,202508,626,,1500_1800,10.951,0.000,10.951,1.000,"LINESTRING (-112.375220 33.638420, -112.374618 33.643308)",
201528AB,650,202506,,0600_0900,230.125,0.000,230.125,1.000,"LINESTRING (-112.373203 33.666088, -112.386731 33.673149)",
201528AB,650,202506,,1000_1500,0.589,0.000,0.589,1.000,"LINESTRING (-112.373203 33.666088, -112.386731 33.673149)",
201528AB,650,202506,,1500_1800,0.331,0.000,0.331,1.000,"LINESTRING (-112.373203 33.666088, -112.386731 33.673149)",
201528BA,202506,650,,0600_0900,873.818,0.000,873.818,1.000,"LINESTRING (-112.388215 33.670307, -112.374687 33.663246)",
201528BA,202506,650,,1000_1500,0.852,0.000,0.852,1.000,"LINESTRING (-112.388215 33.670307, -112.374687 33.663246)",
201528BA,202506,650,,1500_1800,0.478,0.000,0.478,1.000,"LINESTRING (-112.388215 33.670307, -112.374687 33.663246)",
201529AB,2061,202515,,0600_0900,1495.864,0.000,1495.864,1.000,"LINESTRING (-112.385657 33.657482, -112.377878 33.651786)",
201529AB,2061,202515,,1000_1500,13.976,0.000,13.976,1.000,"LINESTRING (-112.385657 33.657482, -112.377878 33.651786)",
201529AB,2061,202515,,1500_1800,7.846,0.000,7.846,1.000,"LINESTRING (-112.385657 33.657482, -112.377878 33.651786)",
201529BA,202515,2061,,0600_0900,1180.398,0.000,1180.398,1.000,"LINESTRING (-112.375984 33.654372, -112.383763 33.660068)",
201529BA,202515,2061,,1000_1500,14.522,0.000,14.522,1.000,"LINESTRING (-112.375984 33.654372, -112.383763 33.660068)",
201529BA,202515,2061,,1500_1800,8.153,0.000,8.153,1.000,"LINESTRING (-112.375984 33.654372, -112.383763 33.660068)",
201530AB,202519,202518,,0600_0900,1059.515,0.000,1059.515,1.000,"LINESTRING (-112.372662 33.669452, -112.365817 33.664528)",
201530AB,202519,202518,,1000_1500,13.600,0.000,13.600,1.000,"LINESTRING (-112.372662 33.669452, -112.365817 33.664528)",
201530AB,202519,202518,,1500_1800,7.635,0.000,7.635,1.000,"LINESTRING (-112.372662 33.669452, -112.365817 33.664528)",
201530BA,202518,202519,,0600_0900,1163.823,0.000,1163.823,1.000,"LINESTRING (-112.363945 33.667130, -112.370790 33.672054)",
201530BA,202518,202519,,1000_1500,14.691,0.000,14.691,1.000,"LINESTRING (-112.363945 33.667130, -112.370790 33.672054)",
201530BA,202518,202519,,1500_1800,8.248,0.000,8.248,1.000,"LINESTRING (-112.363945 33.667130, -112.370790 33.672054)",
201531AB,202519,202505,,0600_0900,1034.820,0.000,1034.820,1.000,"LINESTRING (-112.371363 33.672314, -112.379186 33.674132)",
201531AB,202519,202505,,1000_1500,15.142,0.000,15.142,1.000,"LINESTRING (-112.371363 33.672314, -112.379186 33.674132)",
201531AB,202519,202505,,1500_1800,8.501,0.000,8.501,1.000,"LINESTRING (-112.371363 33.672314, -112.379186 33.674132)",
201531BA,202505,202519,,0600_0900,3179.639,0.000,3179.639,1.000,"LINESTRING (-112.379912 33.671010, -112.372089 33.669192)",
201531BA,202505,202519,,1000_1500,15.933,0.000,15.933,1.000,"LINESTRING (-112.379912 33.671010, -112.372089 33.669192)",
201531BA,202505,202519,,1500_1800,8.945,0.000,8.945,1.000,"LINESTRING (-112.379912 33.671010, -112.372089 33.669192)",
201532AB,202735,202733,,0600_0900,4136.540,0.000,4136.540,1.000,"LINESTRING (-112.391982 33.670416, -112.394413 33.667075)",
201532AB,202735,202733,,1000_1500,3.591,0.000,3.591,1.000,"LINESTRING (-112.391982 33.670416, -112.394413 33.667075)",
201532AB,202735,202733,,1500_1800,2.016,0.000,2.016,1.000,"LINESTRING (-112.391982 33.670416, -112.394413 33.667075)",
201532BA,202733,202735,,0600_0900,3559.989,0.000,3559.989,1.000,"LINESTRING (-112.391821 33.665189, -112.389390 33.668530)",
201532BA,202733,202735,,1000_1500,3.013,0.000,3.013,1.000,"LINESTRING (-112.391821 33.665189, -112.389390 33.668530)",
201532BA,202733,202735,,1500_1800,1.691,0.000,1.691,1.000,"LINESTRING (-112.391821 33.665189, -112.389390 33.668530)",
201533AB,202735,202504,,0600_0900,11117.578,0.000,11117.578,1.000,"LINESTRING (-112.391637 33.668183, -112.374560 33.655602)",
201533AB,202735,202504,,1000_1500,172.747,0.000,172.747,1.000,"LINESTRING (-112.391637 33.668183, -112.374560 33.655602)",
201533AB,202735,202504,,1500_1800,96.982,0.000,96.982,1.000,"LINESTRING (-112.391637 33.668183, -112.374560 33.655602)",
201533BA,202504,202735,,0600_0900,4792.370,0.000,4792.370,1.000,"LINESTRING (-112.372658 33.658182, -112.389735 33.670763)",
201533BA,202504,202735,,1000_1500,144.670,0.000,144.670,1.000,"LINESTRING (-112.372658 33.658182, -112.389735 33.670763)",
201533BA,202504,202735,,1500_1800,81.220,0.000,81.220,1.000,"LINESTRING (-112.372658 33.658182, -112.389735 33.670763)",
201534AB,649,202505,,0600_0900,2815.577,0.000,2815.577,1.000,"LINESTRING (-112.380994 33.678556, -112.381151 33.672613)",
201534AB,649,202505,,1000_1500,14.456,0.000,14.456,1.000,"LINESTRING (-112.380994 33.678556, -112.381151 33.672613)",
201534AB,649,202505,,1500_1800,8.116,0.000,8.116,1.000,"LINESTRING (-112.380994 33.678556, -112.381151 33.672613)",
